source	target	weight	correlation
Acinetobacter	NS9_marine_group	0.811188811188811	-0.811188811188811
Acinetobacter	Candidatus_Endoecteinascidia	0.811188811188811	-0.811188811188811
Poribacteria	S25-593	0.804195804195804	0.804195804195804
Poribacteria	Comamonas	0.804195804195804	-0.804195804195804
Poribacteria	Woesearchaeales	0.867132867132867	0.867132867132867
Poribacteria	BD2-11_terrestrial_group	0.818181818181818	0.818181818181818
Rheinheimera	Clade_Ib	0.937062937062937	-0.937062937062937
Rheinheimera	PAUC34f	0.804195804195804	-0.804195804195804
Rheinheimera	Woesearchaeales	0.825174825174825	-0.825174825174825
Rheinheimera	Azospirillum	0.972027972027972	0.972027972027972
Rheinheimera	SAR11_clade	0.895104895104895	-0.895104895104895
Rheinheimera	Candidatus_Endoecteinascidia	0.881118881118881	-0.881118881118881
Rheinheimera	Caulobacter	0.818181818181818	0.818181818181818
Rheinheimera	Aquabacterium	0.811188811188811	0.811188811188811
JL-ETNP-F27	Clade_Ib	0.832167832167832	0.832167832167832
JL-ETNP-F27	SUP05_cluster	0.874125874125874	0.874125874125874
JL-ETNP-F27	S25-593	0.825174825174825	0.825174825174825
JL-ETNP-F27	Lentisphaera	0.818181818181818	0.818181818181818
JL-ETNP-F27	Candidatus_Nitrosopumilus	0.93006993006993	0.93006993006993
JL-ETNP-F27	vadinHA49	0.916083916083916	0.916083916083916
JL-ETNP-F27	SAR11_clade	0.888111888111888	0.888111888111888
JL-ETNP-F27	KD3-93	0.804195804195804	0.804195804195804
JL-ETNP-F27	Marine_Benthic_Group_A	0.888111888111888	0.888111888111888
JL-ETNP-F27	OCS116_clade	0.895104895104895	0.895104895104895
JL-ETNP-F27	SGST604	0.804195804195804	0.804195804195804
JL-ETNP-F27	Moritella	0.853146853146853	0.853146853146853
Clade_Ib	S25-593	0.839160839160839	0.839160839160839
Clade_Ib	Lentisphaera	0.818181818181818	0.818181818181818
Clade_Ib	Azospirillum	0.874125874125874	-0.874125874125874
Clade_Ib	SAR11_clade	0.972027972027972	0.972027972027972
Clade_Ib	Candidatus_Endoecteinascidia	0.853146853146853	0.853146853146853
Clade_Ib	Reinekea	0.811188811188811	-0.811188811188811
Pla3_lineage	Halomonas	0.846153846153846	-0.846153846153846
SUP05_cluster	UBA10353_marine_group	0.867132867132867	0.867132867132867
SUP05_cluster	SAR86_clade	0.888111888111888	0.888111888111888
SUP05_cluster	Sva0996_marine_group	0.818181818181818	0.818181818181818
SUP05_cluster	Candidatus_Nitrosotenuis	0.895104895104895	0.895104895104895
SUP05_cluster	Candidatus_Nitrosopumilus	0.944055944055944	0.944055944055944
SUP05_cluster	Shewanella	0.818181818181818	-0.818181818181818
SUP05_cluster	KD3-93	0.832167832167832	0.832167832167832
SUP05_cluster	Marine_Benthic_Group_A	0.818181818181818	0.818181818181818
SUP05_cluster	OCS116_clade	0.818181818181818	0.818181818181818
SUP05_cluster	SCGC_AAA011-D5	0.811188811188811	0.811188811188811
SUP05_cluster	A714019	0.86013986013986	0.86013986013986
SUP05_cluster	SGST604	0.832167832167832	0.832167832167832
SUP05_cluster	Aliikangiella	0.811188811188811	0.811188811188811
SUP05_cluster	Moritella	0.923076923076923	0.923076923076923
Marine_Group_III	Woesearchaeales	0.853146853146853	0.853146853146853
Marine_Group_III	AncK6	0.818181818181818	0.818181818181818
Marine_Group_III	Zoogloea	0.825174825174825	-0.825174825174825
S25-593	Comamonas	0.804195804195804	-0.804195804195804
S25-593	SAR11_clade	0.902097902097902	0.902097902097902
S25-593	Marine_Benthic_Group_A	0.832167832167832	0.832167832167832
UBA10353_marine_group	SAR86_clade	0.804195804195804	0.804195804195804
UBA10353_marine_group	Sva0996_marine_group	0.825174825174825	0.825174825174825
UBA10353_marine_group	HOC36	0.895104895104895	0.895104895104895
UBA10353_marine_group	Candidatus_Nitrosotenuis	0.888111888111888	0.888111888111888
UBA10353_marine_group	Candidatus_Nitrosopumilus	0.895104895104895	0.895104895104895
UBA10353_marine_group	AT-s3-44	0.832167832167832	0.832167832167832
UBA10353_marine_group	IheB2-23	0.888111888111888	0.888111888111888
UBA10353_marine_group	OCS116_clade	0.874125874125874	0.874125874125874
UBA10353_marine_group	SGST604	0.811188811188811	0.811188811188811
UBA10353_marine_group	Moritella	0.867132867132867	0.867132867132867
Chryseobacterium	Sphingobium	0.895104895104895	0.895104895104895
Chryseobacterium	Brevundimonas	0.853146853146853	0.853146853146853
Chryseobacterium	Sphingomonas	0.839160839160839	0.839160839160839
Chryseobacterium	Caulobacter	0.916083916083916	0.916083916083916
Chryseobacterium	SCGC_AAA164-E04	0.804195804195804	0.804195804195804
Chryseobacterium	Aquabacterium	0.853146853146853	0.853146853146853
Chryseobacterium	Stenotrophomonas	0.86013986013986	0.86013986013986
Chryseobacterium	Emticicia	0.825174825174825	0.825174825174825
Sphingobium	Sphingomonas	0.874125874125874	0.874125874125874
Sphingobium	Novosphingobium	0.874125874125874	0.874125874125874
SAR86_clade	Sva0996_marine_group	0.818181818181818	0.818181818181818
SAR86_clade	Margulisbacteria	0.832167832167832	0.832167832167832
SAR86_clade	SCGC_AAA011-D5	0.818181818181818	0.818181818181818
SAR86_clade	A714019	0.804195804195804	0.804195804195804
Comamonas	Paludibaculum	0.888111888111888	0.888111888111888
Comamonas	Stenotrophomonas	0.811188811188811	0.811188811188811
BD7-11	Emticicia	0.874125874125874	-0.874125874125874
Brevundimonas	Alishewanella	0.832167832167832	0.832167832167832
Brevundimonas	Woesearchaeales	0.846153846153846	-0.846153846153846
Brevundimonas	Sphingomonas	0.804195804195804	0.804195804195804
Brevundimonas	Azospirillum	0.839160839160839	0.839160839160839
Brevundimonas	Caulobacter	0.874125874125874	0.874125874125874
Brevundimonas	Aquabacterium	0.881118881118881	0.881118881118881
Brevundimonas	Emticicia	0.839160839160839	0.839160839160839
Lentisphaera	vadinHA49	0.909090909090909	0.909090909090909
Lentisphaera	SAR11_clade	0.825174825174825	0.825174825174825
Lentisphaera	Thalassotalea	0.811188811188811	0.811188811188811
Sva0996_marine_group	FS140-16B-02_marine_group	0.909090909090909	0.909090909090909
Sva0996_marine_group	Candidatus_Nitrosopumilus	0.839160839160839	0.839160839160839
Sva0996_marine_group	Margulisbacteria	0.853146853146853	0.853146853146853
Sva0996_marine_group	KD3-93	0.832167832167832	0.832167832167832
Sva0996_marine_group	SCGC_AAA011-D5	0.811188811188811	0.811188811188811
Sva0996_marine_group	Moritella	0.846153846153846	0.846153846153846
KI89A_clade	Ralstonia	0.874125874125874	-0.874125874125874
Herbaspirillum	Subgroup_10	0.86013986013986	0.86013986013986
Herbaspirillum	Methyloversatilis	0.811188811188811	0.811188811188811
Herbaspirillum	Stenotrophomonas	0.804195804195804	0.804195804195804
LS-NOB	BD2-11_terrestrial_group	0.867132867132867	0.867132867132867
FS140-16B-02_marine_group	Candidatus_Nitrosopumilus	0.832167832167832	0.832167832167832
FS140-16B-02_marine_group	KD3-93	0.825174825174825	0.825174825174825
FS140-16B-02_marine_group	Candidatus_Megaira	0.895104895104895	0.895104895104895
FS140-16B-02_marine_group	SGST604	0.818181818181818	0.818181818181818
FS140-16B-02_marine_group	Mycoplasma	0.888111888111888	0.888111888111888
FS140-16B-02_marine_group	Moritella	0.804195804195804	0.804195804195804
Methylobacterium-Methylorubrum	Candidatus_Entotheonella	0.867132867132867	0.867132867132867
HOC36	Candidatus_Nitrosotenuis	0.874125874125874	0.874125874125874
HOC36	Candidatus_Nitrosopumilus	0.832167832167832	0.832167832167832
HOC36	AT-s3-44	0.818181818181818	0.818181818181818
HOC36	IheB2-23	0.937062937062937	0.937062937062937
HOC36	SGST604	0.825174825174825	0.825174825174825
PAUC34f	Azospirillum	0.818181818181818	-0.818181818181818
Alishewanella	Sphingomonas	0.811188811188811	0.811188811188811
Thalassospira	C1-B045	0.951048951048951	-0.951048951048951
Thalassospira	Aestuariibacter	0.811188811188811	0.811188811188811
Rhodopirellula	AncK6	0.811188811188811	-0.811188811188811
Woesearchaeales	AncK6	0.825174825174825	0.825174825174825
Woesearchaeales	Caulobacter	0.853146853146853	-0.853146853146853
Woesearchaeales	Vogesella	0.840631762006015	-0.840631762006015
Candidatus_Nitrosotenuis	Candidatus_Nitrosopumilus	0.937062937062937	0.937062937062937
Candidatus_Nitrosotenuis	IheB2-23	0.909090909090909	0.909090909090909
Candidatus_Nitrosotenuis	OCS116_clade	0.825174825174825	0.825174825174825
Candidatus_Nitrosotenuis	SGST604	0.811188811188811	0.811188811188811
Candidatus_Nitrosotenuis	Rubritalea	0.811188811188811	0.811188811188811
Candidatus_Nitrosotenuis	Moritella	0.846153846153846	0.846153846153846
Chloroplast	AT-s2-59	0.811188811188811	0.811188811188811
Colwellia	028H05-P-BN-P5	0.853146853146853	0.853146853146853
Colwellia	Marinoscillum	0.86013986013986	0.86013986013986
Colwellia	A714019	0.804195804195804	0.804195804195804
Colwellia	Aliikangiella	0.874125874125874	0.874125874125874
Colwellia	Sulfurimonas	0.825174825174825	0.825174825174825
Candidatus_Nitrosopumilus	vadinHA49	0.86013986013986	0.86013986013986
Candidatus_Nitrosopumilus	KD3-93	0.832167832167832	0.832167832167832
Candidatus_Nitrosopumilus	Marine_Benthic_Group_A	0.86013986013986	0.86013986013986
Candidatus_Nitrosopumilus	IheB2-23	0.853146853146853	0.853146853146853
Candidatus_Nitrosopumilus	OCS116_clade	0.881118881118881	0.881118881118881
Candidatus_Nitrosopumilus	SCGC_AAA011-D5	0.818181818181818	0.818181818181818
Candidatus_Nitrosopumilus	SGST604	0.846153846153846	0.846153846153846
Candidatus_Nitrosopumilus	Moritella	0.923076923076923	0.923076923076923
Sphingomonas	Caulobacter	0.811188811188811	0.811188811188811
Sphingomonas	Aquabacterium	0.818181818181818	0.818181818181818
Sphingomonas	Novosphingobium	0.965034965034965	0.965034965034965
Margulisbacteria	N9D0	0.832167832167832	0.832167832167832
Margulisbacteria	SCGC_AAA011-D5	0.804195804195804	0.804195804195804
Pseudohongiella	Alcanivorax	0.853146853146853	0.853146853146853
Pseudohongiella	OCS116_clade	0.818181818181818	0.818181818181818
028H05-P-BN-P5	Marinoscillum	0.86013986013986	0.86013986013986
028H05-P-BN-P5	Sulfurimonas	0.818181818181818	0.818181818181818
Marinobacter	A4b	0.916083916083916	0.916083916083916
Marinobacter	Hyphomonas	0.825174825174825	0.825174825174825
Marinobacter	Marinicaulis	0.839160839160839	0.839160839160839
OM182_clade	Alcanivorax	0.825174825174825	0.825174825174825
OM182_clade	Halobacteriovorax	0.916083916083916	0.916083916083916
Azospirillum	SAR11_clade	0.825174825174825	-0.825174825174825
Azospirillum	Candidatus_Endoecteinascidia	0.93006993006993	-0.93006993006993
Azospirillum	Aquabacterium	0.839160839160839	0.839160839160839
Acanthopleuribacter	Urania-1B-19_marine_sediment_group	0.804195804195804	0.804195804195804
Acanthopleuribacter	P3OB-42	0.832167832167832	0.832167832167832
Acanthopleuribacter	Subgroup_10	0.874125874125874	0.874125874125874
Acanthopleuribacter	CCM11a	0.839160839160839	0.839160839160839
Acanthopleuribacter	Uruburuella	0.902097902097902	-0.902097902097902
AT-s3-44	Candidatus_Megaira	0.846153846153846	0.846153846153846
AT-s3-44	SGST604	0.874125874125874	0.874125874125874
Marinoscillum	[Caedibacter]_taeniospiralis_group	0.825174825174825	0.825174825174825
Marinoscillum	Magnetospira	0.811188811188811	0.811188811188811
Marinoscillum	Sulfurimonas	0.902097902097902	0.902097902097902
Urania-1B-19_marine_sediment_group	P3OB-42	0.825174825174825	0.825174825174825
vadinHA49	Marine_Benthic_Group_A	0.804195804195804	0.804195804195804
vadinHA49	OCS116_clade	0.874125874125874	0.874125874125874
Shewanella	A714019	0.86013986013986	-0.86013986013986
Shewanella	Reinekea	0.853146853146853	0.853146853146853
P3OB-42	SCGC_AAA164-E04	0.839160839160839	0.839160839160839
SAR11_clade	Marine_Benthic_Group_A	0.811188811188811	0.811188811188811
SAR11_clade	Candidatus_Endoecteinascidia	0.818181818181818	0.818181818181818
SAR11_clade	NS7_marine_group	0.818181818181818	0.818181818181818
Subgroup_10	CCM11a	0.874125874125874	0.874125874125874
Subgroup_10	Stenotrophomonas	0.846153846153846	0.846153846153846
KD3-93	Marine_Benthic_Group_A	0.832167832167832	0.832167832167832
KD3-93	MB11C04_marine_group	0.804195804195804	0.804195804195804
KD3-93	Mycoplasma	0.867132867132867	0.867132867132867
KD3-93	Moritella	0.853146853146853	0.853146853146853
Aureispira	GW2011_GWC1_47_15	0.853146853146853	0.853146853146853
Aureispira	Candidatus_Fritschea	0.811188811188811	-0.811188811188811
Bdellovibrio	bacteriap25	0.839160839160839	0.839160839160839
Marine_Benthic_Group_A	Mycoplasma	0.839160839160839	0.839160839160839
OM27_clade	bacteriap25	0.902097902097902	0.902097902097902
BD2-11_terrestrial_group	AncK6	0.902097902097902	0.902097902097902
BD2-11_terrestrial_group	NS7_marine_group	0.846153846153846	0.846153846153846
A4b	Hyphomonas	0.804195804195804	0.804195804195804
A4b	Marinicaulis	0.839160839160839	0.839160839160839
Alcanivorax	Halobacteriovorax	0.818181818181818	0.818181818181818
Candidatus_Endoecteinascidia	Aquabacterium	0.839160839160839	-0.839160839160839
IheB2-23	SGST604	0.811188811188811	0.811188811188811
IheB2-23	Moritella	0.811188811188811	0.811188811188811
SM2D12	Streptococcus	0.818181818181818	-0.818181818181818
SM2D12	EPR3968-O8a-Bc78	0.818181818181818	0.818181818181818
SM2D12	Uruburuella	0.804195804195804	-0.804195804195804
Staphylococcus	PB19	0.832167832167832	-0.832167832167832
AncK6	NS7_marine_group	0.853146853146853	0.853146853146853
Curvibacter	EPR3968-O8a-Bc78	0.818181818181818	0.818181818181818
Arctic95B-14	NS7_marine_group	0.825174825174825	0.825174825174825
Pla4_lineage	koll11	0.83012386498094	0.83012386498094
Caulobacter	SCGC_AAA164-E04	0.818181818181818	0.818181818181818
Caulobacter	Aquabacterium	0.825174825174825	0.825174825174825
Candidatus_Megaira	SGST604	0.846153846153846	0.846153846153846
Candidatus_Megaira	Mycoplasma	0.832167832167832	0.832167832167832
OCS116_clade	SGST604	0.804195804195804	0.804195804195804
SCGC_AAA164-E04	Methyloversatilis	0.804195804195804	0.804195804195804
SCGC_AAA011-D5	Moritella	0.818181818181818	0.818181818181818
SCGC_AAA011-D5	Granulosicoccus	0.832167832167832	0.832167832167832
A714019	Aliikangiella	0.874125874125874	0.874125874125874
Clade_I	Paludibaculum	0.86013986013986	-0.86013986013986
SGST604	Mycoplasma	0.811188811188811	0.811188811188811
SGST604	Moritella	0.881118881118881	0.881118881118881
Halobacteriovorax	NS7_marine_group	0.825174825174825	0.825174825174825
C1-B045	Aestuariibacter	0.818181818181818	-0.818181818181818
Oleibacter	EPR3968-O8a-Bc78	0.804195804195804	0.804195804195804
Oleibacter	Rubritalea	0.846153846153846	0.846153846153846
Magnetospira	Sulfurimonas	0.888111888111888	0.888111888111888
Magnetospira	Rickettsiales	0.867132867132867	0.867132867132867
NRL2	Thalassotalea	0.818181818181818	0.818181818181818
NRL2	Vicingus	0.818181818181818	0.818181818181818
